日期,时间段,充电量kWh,放电量kWh,时刻,储电量kWh
2025-08-04,0:00-4:00,373.634,96.3733,0:00,10463.7294
,4:00-8:00,1339.9524,3314.6775,24:00,10800.0
,8:00-12:00,4426.2376,1259.5632,,
,12:00-16:00,7.4622,6.0444,,
,16:00-20:00,0.0,4715.0182,,
,20:00-24:00,9918.0605,3318.6108,,
2025-08-05,0:00-4:00,58.4822,47.3706,0:00,10800.0
,4:00-8:00,748.4824,3439.79,24:00,10800.0
,8:00-12:00,5633.3338,1729.4811,,
,12:00-16:00,44.2691,35.858,,
,16:00-20:00,0.0,4474.9282,,
,20:00-24:00,9712.5972,3392.2755,,
2025-08-06,0:00-4:00,26.6881,21.6173,0:00,10800.0
,4:00-8:00,785.715,3486.9287,24:00,10800.0
,8:00-12:00,5468.8657,1579.2817,,
,12:00-16:00,803.7098,651.0049,,
,16:00-20:00,20.9681,4525.9528,,
,20:00-24:00,9743.6504,3383.3882,,
2025-08-07,0:00-4:00,142.0345,115.0479,0:00,10800.0
,4:00-8:00,191.5528,3800.0801,24:00,10800.0
,8:00-12:00,6431.0044,1564.1912,,
,12:00-16:00,24.6866,19.9961,,
,16:00-20:00,0.0,4600.1561,,
,20:00-24:00,9806.1072,3342.7908,,
2025-08-08,0:00-4:00,306.5687,1935.9793,0:00,10800.0
,4:00-8:00,410.8442,6207.1189,24:00,10800.0
,8:00-12:00,9335.7948,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,68.1137,4650.1128,,
,20:00-24:00,9942.5123,3458.4942,,
2025-08-09,0:00-4:00,316.7999,2011.5439,0:00,10800.0
,4:00-8:00,469.1473,6153.3054,24:00,10712.6699
,8:00-12:00,9294.1137,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,8.909,4623.9316,,
,20:00-24:00,9866.1147,3453.4346,,
2025-08-10,0:00-4:00,187.3683,73.1713,0:00,10712.6699
,4:00-8:00,0.0,4874.7711,24:00,10800.0
,8:00-12:00,4474.7226,1441.7643,,
,12:00-16:00,3336.2807,17.2901,,
,16:00-20:00,144.1854,4505.3241,,
,20:00-24:00,9620.3575,3397.0429,,
2025-08-11,0:00-4:00,143.2365,116.0216,0:00,10800.0
,4:00-8:00,5.7411,5108.8502,24:00,10800.0
,8:00-12:00,5452.2012,1955.1859,,
,12:00-16:00,3359.5811,78.1579,,
,16:00-20:00,25.0782,4883.2023,,
,20:00-24:00,10260.0494,3447.751,,
2025-08-12,0:00-4:00,119.9835,97.1866,0:00,10800.0
,4:00-8:00,41.4048,4623.0045,24:00,10717.1039
,8:00-12:00,4084.4409,1236.6518,,
,12:00-16:00,3460.5989,577.5079,,
,16:00-20:00,384.511,5049.0652,,
,20:00-24:00,10280.3778,3371.957,,
2025-08-13,0:00-4:00,211.879,97.0155,0:00,10717.1039
,4:00-8:00,71.0545,4941.7511,24:00,10800.0
,8:00-12:00,4248.7613,1369.6752,,
,12:00-16:00,3571.2945,80.3731,,
,16:00-20:00,0.0,4786.933,,
,20:00-24:00,10060.0484,3361.7062,,
2025-08-14,0:00-4:00,0.0,108.8925,0:00,10800.0
,4:00-8:00,134.4351,5579.9013,24:00,10800.0
,8:00-12:00,4245.4977,2283.1515,,
,12:00-16:00,5461.9749,0.0,,
,16:00-20:00,84.836,4865.7143,,
,20:00-24:00,10061.7364,3353.0093,,
2025-08-15,0:00-4:00,221.0271,1823.8259,0:00,10800.0
,4:00-8:00,257.8049,6531.9587,24:00,10800.0
,8:00-12:00,9836.9515,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,155.5784,4677.3927,,
,20:00-24:00,9968.4321,3523.0558,,
2025-08-16,0:00-4:00,217.8836,2096.6735,0:00,10800.0
,4:00-8:00,582.4937,6172.4368,24:00,10712.2676
,8:00-12:00,9408.4009,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,17.2012,4983.0498,,
,20:00-24:00,10263.1877,3423.0244,,
2025-08-17,0:00-4:00,201.7314,94.1051,0:00,10712.2676
,4:00-8:00,18.2083,5424.1632,24:00,10800.0
,8:00-12:00,5771.8163,1328.6753,,
,12:00-16:00,2558.7413,0.0,,
,16:00-20:00,66.1952,4939.5431,,
,20:00-24:00,10062.3264,3264.5594,,
2025-08-18,0:00-4:00,181.6238,147.1153,0:00,10800.0
,4:00-8:00,28.6311,5267.9131,24:00,10800.0
,8:00-12:00,5551.5537,1985.1339,,
,12:00-16:00,3436.5929,50.543,,
,16:00-20:00,166.2412,4747.5231,,
,20:00-24:00,9937.6731,3436.6475,,
2025-08-19,0:00-4:00,144.6136,117.137,0:00,10800.0
,4:00-8:00,67.134,4711.3116,24:00,10800.0
,8:00-12:00,6374.0365,1445.3886,,
,12:00-16:00,1271.0241,90.1774,,
,16:00-20:00,0.0,4659.1892,,
,20:00-24:00,9975.6026,3421.0488,,
2025-08-20,0:00-4:00,75.475,61.1348,0:00,10800.0
,4:00-8:00,0.0,6029.7431,24:00,10800.0
,8:00-12:00,5044.7424,2610.2569,,
,12:00-16:00,6065.4837,359.2831,,
,16:00-20:00,109.4913,4872.9605,,
,20:00-24:00,10173.1586,3455.986,,
2025-08-21,0:00-4:00,137.7982,111.6165,0:00,10800.0
,4:00-8:00,277.9015,4731.1032,24:00,10800.0
,8:00-12:00,5839.4406,1134.3338,,
,12:00-16:00,1397.413,221.5147,,
,16:00-20:00,124.7827,4721.3127,,
,20:00-24:00,9898.9634,3397.9217,,
2025-08-22,0:00-4:00,118.5199,1833.2997,0:00,10800.0
,4:00-8:00,390.4925,6252.0633,24:00,10239.4302
,8:00-12:00,9472.9173,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,133.7757,5208.1391,,
,20:00-24:00,9938.2502,3454.7147,,
2025-08-23,0:00-4:00,874.8444,1924.1165,0:00,10239.4302
,4:00-8:00,288.5593,6229.1684,24:00,10786.6852
,8:00-12:00,9525.2354,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,104.9906,4797.9608,,
,20:00-24:00,10069.8504,3455.6438,,
2025-08-24,0:00-4:00,21.0943,5.1031,0:00,10786.6852
,4:00-8:00,2.9515,5584.4432,24:00,10800.0
,8:00-12:00,5471.8432,1630.3419,,
,12:00-16:00,3491.0366,398.3072,,
,16:00-20:00,575.1005,4530.4025,,
,20:00-24:00,9597.145,3358.3475,,
2025-08-25,0:00-4:00,33.6824,27.2828,0:00,10800.0
,4:00-8:00,41.0016,5909.1113,24:00,10473.3464
,8:00-12:00,4384.2634,1481.2754,,
,12:00-16:00,4503.6624,1214.7791,,
,16:00-20:00,644.1134,4872.7473,,
,20:00-24:00,10303.7182,2916.2499,,
2025-08-26,0:00-4:00,364.921,1.5978,0:00,10473.3464
,4:00-8:00,0.8664,5473.1283,24:00,10800.0
,8:00-12:00,4694.8536,1858.7451,,
,12:00-16:00,4477.92,98.775,,
,16:00-20:00,434.9435,4870.2126,,
,20:00-24:00,9742.8734,3373.8191,,
2025-08-27,0:00-4:00,21.4412,17.3673,0:00,10800.0
,4:00-8:00,586.4775,4175.9496,24:00,10800.0
,8:00-12:00,6636.2335,2543.7577,,
,12:00-16:00,1698.2298,613.3426,,
,16:00-20:00,460.4754,4976.6727,,
,20:00-24:00,9916.0912,3321.2584,,
2025-08-28,0:00-4:00,32.4295,26.2679,0:00,10800.0
,4:00-8:00,0.0,5635.7597,24:00,10372.3033
,8:00-12:00,2497.086,2668.8674,,
,12:00-16:00,7156.7416,226.1629,,
,16:00-20:00,601.149,4985.7434,,
,20:00-24:00,10108.8913,3363.1265,,
2025-08-29,0:00-4:00,970.6127,1522.3388,0:00,10372.3033
,4:00-8:00,145.4554,7261.1575,24:00,10800.0
,8:00-12:00,10202.973,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,61.3944,4549.4439,,
,20:00-24:00,9903.1974,3521.8755,,
2025-08-30,0:00-4:00,294.4159,1632.2495,0:00,10800.0
,4:00-8:00,503.7222,6172.2782,24:00,10772.6203
,8:00-12:00,8837.0812,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,163.9169,4941.6373,,
,20:00-24:00,10097.4885,3394.7429,,
2025-08-31,0:00-4:00,30.4219,0.0,0:00,10772.6203
,4:00-8:00,41.8069,6132.6003,24:00,10800.0
,8:00-12:00,3452.733,1301.3589,,
,12:00-16:00,5948.9169,238.9517,,
,16:00-20:00,29.2727,4757.3988,,
,20:00-24:00,10198.5948,3503.463,,
2025-09-01,0:00-4:00,0.0,0.0,0:00,10800.0
,4:00-8:00,172.4574,4866.6851,24:00,10800.0
,8:00-12:00,6613.5403,1047.6086,,
,12:00-16:00,515.5994,0.0,,
,16:00-20:00,0.0,3947.2342,,
,20:00-24:00,8170.0343,2670.4936,,
2025-09-02,0:00-4:00,0.0,0.0,0:00,10800.0
,4:00-8:00,0.0,5671.3649,24:00,10800.0
,8:00-12:00,5938.3523,1927.4221,,
,12:00-16:00,3442.8663,0.0,,
,16:00-20:00,0.0,4072.8731,,
,20:00-24:00,8409.3775,2738.7227,,
2025-09-03,0:00-4:00,0.0,0.0,0:00,10800.0
,4:00-8:00,165.5988,4612.6814,24:00,10800.0
,8:00-12:00,6019.8762,832.7266,,
,12:00-16:00,609.4421,58.4748,,
,16:00-20:00,0.0,3907.7909,,
,20:00-24:00,8168.5863,2708.7639,,
2025-09-04,0:00-4:00,0.0,0.0,0:00,10800.0
,4:00-8:00,295.0455,4406.9643,24:00,10800.0
,8:00-12:00,6907.0564,1426.7382,,
,12:00-16:00,104.506,84.6499,,
,16:00-20:00,0.0,3992.6361,,
,20:00-24:00,8357.8882,2777.2533,,
2025-09-05,0:00-4:00,573.31,1108.7866,0:00,10800.0
,4:00-8:00,759.8087,5476.6736,24:00,10800.0
,8:00-12:00,6797.0791,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,125.8644,4003.5391,,
,20:00-24:00,8242.6408,2774.9501,,
2025-09-06,0:00-4:00,421.3504,1655.1176,0:00,10800.0
,4:00-8:00,256.3914,6113.1686,24:00,10800.0
,8:00-12:00,8912.735,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,92.1388,3741.2307,,
,20:00-24:00,7860.0484,2700.0409,,
2025-09-07,0:00-4:00,0.0,0.0,0:00,10800.0
,4:00-8:00,25.8504,5459.0826,24:00,10800.0
,8:00-12:00,6413.2373,1888.2577,,
,12:00-16:00,2631.7027,0.0,,
,16:00-20:00,0.0,3966.2321,,
,20:00-24:00,8189.3977,2667.18,,
2025-09-08,0:00-4:00,0.0,0.0,0:00,10800.0
,4:00-8:00,49.5973,5466.0869,24:00,10221.2983
,8:00-12:00,3058.9266,1525.3709,,
,12:00-16:00,5522.9054,1188.6351,,
,16:00-20:00,170.927,4910.139,,
,20:00-24:00,10044.0463,2696.1858,,
2025-09-09,0:00-4:00,664.4357,17.3614,0:00,10221.2983
,4:00-8:00,40.6178,5511.2848,24:00,10342.3026
,8:00-12:00,6806.6669,1157.6982,,
,12:00-16:00,1534.473,386.9774,,
,16:00-20:00,312.1857,5301.7122,,
,20:00-24:00,10184.4788,3345.7771,,
2025-09-10,0:00-4:00,642.9425,133.1363,0:00,10342.3026
,4:00-8:00,29.976,6258.8199,24:00,10378.902
,8:00-12:00,3255.837,2381.1801,,
,12:00-16:00,5606.963,350.6654,,
,16:00-20:00,1218.4549,4671.7707,,
,20:00-24:00,10204.4066,3147.9379,,
2025-09-11,0:00-4:00,523.9553,45.4156,0:00,10378.902
,4:00-8:00,0.0,6076.0161,24:00,10800.0
,8:00-12:00,4554.887,2123.8047,,
,12:00-16:00,5568.3485,0.0,,
,16:00-20:00,34.7839,4581.6176,,
,20:00-24:00,9965.9569,3518.9824,,
2025-09-12,0:00-4:00,68.6929,2268.8491,0:00,10800.0
,4:00-8:00,74.9852,6457.4641,24:00,10629.2326
,8:00-12:00,10629.548,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,34.869,5504.9195,,
,20:00-24:00,9989.1509,2768.2273,,
2025-09-13,0:00-4:00,439.8994,1826.6812,0:00,10629.2326
,4:00-8:00,233.9101,6516.3788,24:00,10207.8441
,8:00-12:00,9816.0062,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,90.343,5989.594,,
,20:00-24:00,10012.6666,2726.7841,,
2025-09-14,0:00-4:00,691.8641,27.4696,0:00,10207.8441
,4:00-8:00,39.851,5996.1019,24:00,10310.4666
,8:00-12:00,4803.6155,2466.3041,,
,12:00-16:00,5636.2437,256.4192,,
,16:00-20:00,262.7534,5004.3687,,
,20:00-24:00,9951.4284,3479.4387,,
2025-09-15,0:00-4:00,656.6905,91.3393,0:00,10310.4666
,4:00-8:00,0.0,6592.7974,24:00,10744.4623
,8:00-12:00,7834.7923,1964.6518,,
,12:00-16:00,2875.6701,118.0254,,
,16:00-20:00,34.6194,4835.633,,
,20:00-24:00,10293.7008,3580.2904,,
2025-09-16,0:00-4:00,146.365,106.6792,0:00,10744.4623
,4:00-8:00,47.0462,6872.505,24:00,10179.7687
,8:00-12:00,3337.9348,1767.495,,
,12:00-16:00,6064.4524,176.3215,,
,16:00-20:00,1005.98,4778.0039,,
,20:00-24:00,10000.4258,3495.0051,,
2025-09-17,0:00-4:00,696.4278,5.8984,0:00,10179.7687
,4:00-8:00,241.0285,4847.2994,24:00,10800.0
,8:00-12:00,5656.226,2797.1294,,
,12:00-16:00,3545.1126,3.8885,,
,16:00-20:00,36.6944,4692.782,,
,20:00-24:00,10076.1432,3498.6165,,
2025-09-18,0:00-4:00,0.0,2.6079,0:00,10800.0
,4:00-8:00,39.362,5913.3792,24:00,10355.6745
,8:00-12:00,3490.1882,2597.0624,,
,12:00-16:00,6170.7531,90.8681,,
,16:00-20:00,817.3542,4870.1032,,
,20:00-24:00,10027.3357,3567.3166,,
2025-09-19,0:00-4:00,752.3077,1472.5255,0:00,10355.6745
,4:00-8:00,55.003,6788.3048,24:00,10637.3939
,8:00-12:00,9884.9403,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,122.5417,5946.2149,,
,20:00-24:00,10204.1546,2564.7546,,
2025-09-20,0:00-4:00,292.6363,1738.9459,0:00,10637.3939
,4:00-8:00,153.4807,6950.5006,24:00,10768.7695
,8:00-12:00,10462.2682,0.0,,
,12:00-16:00,0.0,12.9842,,
,16:00-20:00,45.5969,5701.0494,,
,20:00-24:00,10334.8848,2722.264,,
2025-09-21,0:00-4:00,63.1696,23.0599,0:00,10768.7695
,4:00-8:00,118.3533,5204.492,24:00,10740.7851
,8:00-12:00,6441.7999,1505.8736,,
,12:00-16:00,1727.752,2.8376,,
,16:00-20:00,0.0,4779.6372,,
,20:00-24:00,10175.089,3515.4783,,
2025-09-22,0:00-4:00,113.1631,38.3686,0:00,10740.7851
,4:00-8:00,169.4742,5504.9112,24:00,10653.2862
,8:00-12:00,3113.8463,2222.2248,,
,12:00-16:00,6348.7571,74.847,,
,16:00-20:00,355.8865,4927.7852,,
,20:00-24:00,10012.0064,3602.2504,,
2025-09-23,0:00-4:00,177.3126,11.5808,0:00,10653.2862
,4:00-8:00,34.2821,6151.4626,24:00,10612.4254
,8:00-12:00,4414.4148,2387.9403,,
,12:00-16:00,6638.1387,440.9339,,
,16:00-20:00,342.0831,5001.981,,
,20:00-24:00,10077.1714,3606.4323,,
2025-09-24,0:00-4:00,251.5029,47.7012,0:00,10612.4254
,4:00-8:00,24.7732,4941.0638,24:00,10800.0
,8:00-12:00,5943.1256,2928.756,,
,12:00-16:00,3763.7318,0.0,,
,16:00-20:00,64.8896,4708.5513,,
,20:00-24:00,10083.2707,3511.4585,,
2025-09-25,0:00-4:00,148.9877,120.6801,0:00,10800.0
,4:00-8:00,5.8333,5204.2499,24:00,10800.0
,8:00-12:00,6108.5619,2278.9781,,
,12:00-16:00,3250.5902,155.541,,
,16:00-20:00,282.4298,4823.2054,,
,20:00-24:00,9964.3966,3423.5931,,
2025-09-26,0:00-4:00,195.2006,1293.5795,0:00,10800.0
,4:00-8:00,63.6193,6962.131,24:00,10798.4137
,8:00-12:00,9502.6276,0.0,,
,12:00-16:00,430.7878,0.0,,
,16:00-20:00,24.1016,5547.5171,,
,20:00-24:00,10071.079,2631.0068,,
2025-09-27,0:00-4:00,291.9179,1476.2238,0:00,10798.4137
,4:00-8:00,58.7784,7012.9722,24:00,10036.0706
,8:00-12:00,10131.5551,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,219.3714,6045.6695,,
,20:00-24:00,9958.9773,2886.3293,,
2025-09-28,0:00-4:00,900.6753,42.0105,0:00,10036.0706
,4:00-8:00,0.0,6669.4591,24:00,10783.8586
,8:00-12:00,4887.1355,1970.5409,,
,12:00-16:00,5367.6972,587.2412,,
,16:00-20:00,1152.141,4866.9961,,
,20:00-24:00,10143.2211,3375.9478,,
2025-09-29,0:00-4:00,95.3478,62.7045,0:00,10783.8586
,4:00-8:00,78.7339,5752.8289,24:00,10800.0
,8:00-12:00,5254.2099,2938.5964,,
,12:00-16:00,5597.4648,162.2055,,
,16:00-20:00,0.0,4805.6234,,
,20:00-24:00,10221.9221,3474.1334,,
2025-09-30,0:00-4:00,101.9144,82.5506,0:00,10800.0
,4:00-8:00,77.4612,5208.8078,24:00,10800.0
,8:00-12:00,5364.4131,3446.7209,,
,12:00-16:00,6004.8193,721.209,,
,16:00-20:00,129.5258,4658.8837,,
,20:00-24:00,10031.1128,3466.3177,,
2025-10-01,0:00-4:00,1.2489,1.0116,0:00,10800.0
,4:00-8:00,528.6483,4472.7235,24:00,10800.0
,8:00-12:00,6913.908,1555.7471,,
,12:00-16:00,77.8811,63.0837,,
,16:00-20:00,0.0,4211.3858,,
,20:00-24:00,9121.4447,3176.9844,,
2025-10-02,0:00-4:00,29.4463,23.8515,0:00,10800.0
,4:00-8:00,331.6699,5351.202,24:00,10800.0
,8:00-12:00,6448.1415,2184.1541,,
,12:00-16:00,2523.0973,0.0,,
,16:00-20:00,0.0,4193.8547,,
,20:00-24:00,9056.8138,3142.1645,,
2025-10-03,0:00-4:00,172.7182,1341.3841,0:00,10800.0
,4:00-8:00,164.403,6769.552,24:00,10800.0
,8:00-12:00,9676.3801,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,0.0,4917.8352,,
,20:00-24:00,8886.3374,2280.0981,,
2025-10-04,0:00-4:00,99.8007,1196.5588,0:00,10800.0
,4:00-8:00,117.4137,7194.7442,24:00,10800.0
,8:00-12:00,10142.4189,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,0.0,4647.2416,,
,20:00-24:00,8565.9782,2291.2008,,
2025-10-05,0:00-4:00,96.9489,78.5286,0:00,10800.0
,4:00-8:00,404.4069,4405.4557,24:00,10800.0
,8:00-12:00,6681.3812,2104.9562,,
,12:00-16:00,951.7575,0.0,,
,16:00-20:00,0.0,4127.5769,,
,20:00-24:00,9032.1852,3188.4931,,
2025-10-06,0:00-4:00,21.6424,17.5303,0:00,10800.0
,4:00-8:00,291.0225,4455.0553,24:00,10800.0
,8:00-12:00,6608.6027,2343.1486,,
,12:00-16:00,1559.2792,53.5086,,
,16:00-20:00,0.0,4310.3992,,
,20:00-24:00,9171.6403,3118.6294,,
2025-10-07,0:00-4:00,17.0359,13.7991,0:00,10800.0
,4:00-8:00,758.2857,4157.7105,24:00,10800.0
,8:00-12:00,6133.3951,3067.2156,,
,12:00-16:00,2084.0434,45.4105,,
,16:00-20:00,0.0,4257.8856,,
,20:00-24:00,8912.4462,2961.1958,,
2025-10-08,0:00-4:00,33.8296,27.402,0:00,10800.0
,4:00-8:00,7.5701,6949.2347,24:00,10277.206
,8:00-12:00,3625.1702,1696.8971,,
,12:00-16:00,5378.2752,8.0936,,
,16:00-20:00,765.2529,4664.1197,,
,20:00-24:00,10085.7844,3240.4323,,
2025-10-09,0:00-4:00,582.9784,1.6979,0:00,10277.206
,4:00-8:00,26.5983,5886.6491,24:00,10380.1005
,8:00-12:00,3640.0618,2567.8886,,
,12:00-16:00,6794.8585,291.6711,,
,16:00-20:00,278.0311,4794.7147,,
,20:00-24:00,10043.5988,3671.3364,,
2025-10-10,0:00-4:00,722.2224,1429.8369,0:00,10380.1005
,4:00-8:00,96.5457,7337.5832,24:00,10008.6458
,8:00-12:00,10471.7624,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,0.0,5897.2535,,
,20:00-24:00,9808.8202,2760.1096,,
2025-10-11,0:00-4:00,928.9376,823.8847,0:00,10008.6458
,4:00-8:00,163.2374,7295.9826,24:00,10435.0843
,8:00-12:00,9811.635,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,25.4924,5681.6438,,
,20:00-24:00,10066.0485,2820.9285,,
2025-10-12,0:00-4:00,429.6072,19.5577,0:00,10435.0843
,4:00-8:00,38.3408,5839.5309,24:00,10650.6002
,8:00-12:00,4744.021,2647.5538,,
,12:00-16:00,5762.2599,54.0588,,
,16:00-20:00,37.9966,4773.839,,
,20:00-24:00,10146.1961,3609.817,,
2025-10-13,0:00-4:00,184.8883,15.2997,0:00,10650.6002
,4:00-8:00,136.3911,5369.6777,24:00,10718.339
,8:00-12:00,6124.4451,2780.094,,
,12:00-16:00,3976.7677,142.6875,,
,16:00-20:00,0.0,4558.1087,,
,20:00-24:00,10081.3555,3681.2842,,
2025-10-14,0:00-4:00,136.3728,49.2884,0:00,10718.339
,4:00-8:00,25.3881,4897.4396,24:00,10524.2336
,8:00-12:00,5203.8061,3486.1589,,
,12:00-16:00,5216.5768,65.1547,,
,16:00-20:00,118.5408,4795.7935,,
,20:00-24:00,9992.5524,3642.3818,,
2025-10-15,0:00-4:00,379.9779,59.5923,0:00,10524.2336
,4:00-8:00,160.7149,5339.7532,24:00,10199.2398
,8:00-12:00,4310.3685,3103.3341,,
,12:00-16:00,5386.7807,460.777,,
,16:00-20:00,480.532,4752.8783,,
,20:00-24:00,10003.9235,3361.2204,,
2025-10-16,0:00-4:00,679.9557,10.0799,0:00,10199.2398
,4:00-8:00,101.0771,5225.6955,24:00,10335.5606
,8:00-12:00,4310.7745,3481.2896,,
,12:00-16:00,5225.5043,1093.9776,,
,16:00-20:00,394.9772,4924.8303,,
,20:00-24:00,10150.6228,2040.3969,,
2025-10-17,0:00-4:00,671.5097,926.1078,0:00,10335.5606
,4:00-8:00,42.6476,7261.1544,24:00,10544.8618
,8:00-12:00,9909.6176,0.0,,
,12:00-16:00,0.0,0.0,,
,16:00-20:00,62.7012,5561.64,,
,20:00-24:00,9986.8544,2808.1244,,
2025-10-18,0:00-4:00,491.4234,901.2156,0:00,10544.8618
,4:00-8:00,62.3648,7265.5576,24:00,10715.0138
,8:00-12:00,9838.8529,21.6417,,
,12:00-16:00,0.0,9.9727,,
,16:00-20:00,69.8916,5539.7273,,
,20:00-24:00,9892.0448,2595.9561,,
2025-10-19,0:00-4:00,177.8142,67.5419,0:00,10715.0138
,4:00-8:00,70.0431,5304.7379,24:00,10257.5503
,8:00-12:00,5367.6701,3235.9496,,
,12:00-16:00,5300.8474,1674.8293,,
,16:00-20:00,306.8067,4844.7145,,
,20:00-24:00,10065.7267,2527.9596,,
2025-10-20,0:00-4:00,670.0031,54.4978,0:00,10257.5503
,4:00-8:00,10.6774,5156.1894,24:00,10306.0852
,8:00-12:00,3532.299,3492.4593,,
,12:00-16:00,5583.2558,496.3325,,
,16:00-20:00,581.9036,4535.9481,,
,20:00-24:00,10117.8725,2822.6607,,
2025-10-21,0:00-4:00,575.1839,21.3757,0:00,10306.0852
,4:00-8:00,413.5365,4470.3836,24:00,10333.4515
,8:00-12:00,4557.282,4135.7434,,
,12:00-16:00,4815.7503,742.6516,,
,16:00-20:00,742.7992,4494.8817,,
,20:00-24:00,10148.2795,3325.1278,,
2025-10-22,0:00-4:00,560.5206,34.128,0:00,10333.4515
,4:00-8:00,24.0193,4639.6451,24:00,10800.0
,8:00-12:00,5357.732,4019.8105,,
,12:00-16:00,5454.8293,225.2865,,
,16:00-20:00,246.4263,4764.17,,
,20:00-24:00,10134.4872,3537.2581,,
2025-10-23,0:00-4:00,15.2369,12.3419,0:00,10800.0
,4:00-8:00,511.474,4442.6721,24:00,10800.0
,8:00-12:00,6297.6882,4083.1799,,
,12:00-16:00,4284.4689,459.9892,,
,16:00-20:00,15.5904,4526.3645,,
,20:00-24:00,10062.0595,3636.5318,,
2025-10-24,0:00-4:00,80.733,827.5499,0:00,10800.0
,4:00-8:00,86.4432,7925.5442,24:00,10140.8835
,8:00-12:00,10364.125,22.3187,,
,12:00-16:00,302.5417,53.2594,,
,16:00-20:00,51.1684,5846.2473,,
,20:00-24:00,9934.315,2781.9396,,
2025-10-25,0:00-4:00,931.3733,826.1532,0:00,10140.8835
,4:00-8:00,103.1801,7527.9485,24:00,10161.8387
,8:00-12:00,9692.6187,47.1425,,
,12:00-16:00,377.086,0.0,,
,16:00-20:00,62.9802,5818.4829,,
,20:00-24:00,9929.432,2849.7162,,
2025-10-26,0:00-4:00,731.4975,18.1678,0:00,10161.8387
,4:00-8:00,272.8528,4399.1821,24:00,10800.0
,8:00-12:00,5454.8189,3697.1183,,
,12:00-16:00,4834.9837,459.4505,,
,16:00-20:00,23.8211,4411.9019,,
,20:00-24:00,9863.0709,3596.4806,,
2025-10-27,0:00-4:00,35.9738,29.1387,0:00,10800.0
,4:00-8:00,903.9103,3723.8339,24:00,10754.0455
,8:00-12:00,6002.2589,3567.9685,,
,12:00-16:00,2908.749,849.9498,,
,16:00-20:00,376.9684,4730.9391,,
,20:00-24:00,10120.6403,3621.8146,,
2025-10-28,0:00-4:00,113.1109,50.2608,0:00,10754.0455
,4:00-8:00,930.4195,3649.9961,24:00,10708.8773
,8:00-12:00,5718.1284,4263.6386,,
,12:00-16:00,3739.3271,581.6114,,
,16:00-20:00,181.5779,4690.064,,
,20:00-24:00,10090.4307,3631.206,,
2025-10-29,0:00-4:00,134.637,27.0455,0:00,10708.8773
,4:00-8:00,1127.0158,3065.6464,24:00,10616.0441
,8:00-12:00,4883.8761,5228.0073,,
,12:00-16:00,4797.2467,978.6022,,
,16:00-20:00,583.4897,4661.7493,,
,20:00-24:00,10082.6453,3625.7167,,
2025-10-30,0:00-4:00,254.5954,40.662,0:00,10616.0441
,4:00-8:00,889.1543,4248.7931,24:00,10791.6188
,8:00-12:00,5840.2463,3877.7197,,
,12:00-16:00,4022.5127,582.5369,,
,16:00-20:00,154.8151,4663.8897,,
,20:00-24:00,10064.7497,3621.5008,,
2025-10-31,0:00-4:00,76.0537,54.0604,0:00,10791.6188
,4:00-8:00,74.1357,8104.1919,24:00,10660.1095
,8:00-12:00,7937.6374,106.1523,,
,12:00-16:00,2124.4542,55.8193,,
,16:00-20:00,180.5877,5657.9237,,
,20:00-24:00,9988.6945,2649.2771,,
2025-11-01,0:00-4:00,212.2068,707.8646,0:00,10660.1095
,4:00-8:00,73.5339,7891.3328,24:00,10800.0
,8:00-12:00,8819.6974,95.4192,,
,12:00-16:00,1784.0904,39.3425,,
,16:00-20:00,142.1934,5411.5434,,
,20:00-24:00,9929.6392,2707.2985,,
2025-11-02,0:00-4:00,10.6202,8.6024,0:00,10800.0
,4:00-8:00,846.6237,4651.3071,24:00,10417.5244
,8:00-12:00,5254.4617,4674.4581,,
,12:00-16:00,6562.5343,934.0831,,
,16:00-20:00,24.5967,4893.7646,,
,20:00-24:00,10101.8333,3650.5554,,
2025-11-03,0:00-4:00,455.1662,24.4566,0:00,10417.5244
,4:00-8:00,884.133,4423.9105,24:00,10306.8705
,8:00-12:00,3667.2177,4594.5041,,
,12:00-16:00,5727.7524,620.0249,,
,16:00-20:00,620.8168,4508.5229,,
,20:00-24:00,10118.745,3321.9727,,
2025-11-04,0:00-4:00,592.9672,36.4869,0:00,10306.8705
